wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
2126,nao_irrigado,1.0640212645,-0.0047482855,0.0047482855,1.0131235783
1581,irrigado,1.0238728196,0.0054792094,0.0054792094,1.0082169258
1709,irrigado,0.9934465024,0.0060428116,0.0060428116,1.0078540413
835,nao_irrigado,1.0211982705,-0.0055201813,0.0055201813,1.0052125734
2084,irrigado,1.0979071443,0.0040964800,0.0040964800,1.0051619168
1879,nao_irrigado,1.1297283092,-0.0035046585,0.0035046585,1.0047153353
1905,nao_irrigado,1.2081298544,-0.0020460656,0.0020460656,1.0034579665
482,irrigado,1.2344131230,0.0015581978,0.0015581978,1.0034213225
1877,nao_irrigado,1.0678514492,-0.0046472615,0.0046472615,1.0027378757
2115,irrigado,1.1131583393,0.0038057423,0.0038057423,1.0024886054
1813,irrigado,1.0472017276,0.0050274143,0.0050274143,1.0016756563
890,irrigado,0.9766909605,0.0063328366,0.0063328366,1.0005972496
834,nao_irrigado,1.0099228038,-0.0057150198,0.0057150198,1.0002144365
1651,nao_irrigado,1.0136782936,-0.0056445861,0.0056445861,0.9999578889
1254,nao_irrigado,0.9043609325,-0.0076704221,0.0076704221,0.9989644755
1318,irrigado,1.1896369221,0.0023685115,0.0023685115,0.9962631313
2109,irrigado,1.0486038647,0.0049839758,0.0049839758,0.9956344569
1706,irrigado,0.9993644208,0.0058878277,0.0058878277,0.9921908403
1821,irrigado,0.9488779053,0.0068206537,0.0068206537,0.9907696816
649,irrigado,1.2494917415,0.0012396750,0.0012396750,0.9900002586
2229,nao_irrigado,1.0753191483,-0.0044262604,0.0044262604,0.9741526372
2466,irrigado,0.9568701552,0.0066240090,0.0066240090,0.9740085199
869,irrigado,0.9782870377,0.0062235594,0.0062235594,0.9729689497
1319,irrigado,1.1821166700,0.0024364292,0.0024364292,0.9714147319
1303,irrigado,1.0643770377,0.0046213609,0.0046213609,0.9713910872
1459,nao_irrigado,1.1621254522,-0.0028055930,0.0028055930,0.9707796351
2190,nao_irrigado,0.9841670548,-0.0061031028,0.0061031028,0.9690372371
459,irrigado,1.2231153305,0.0016673445,0.0016673445,0.9685582177
2218,irrigado,1.1323531315,0.0033359294,0.0033359294,0.9630883816
943,nao_irrigado,1.0847748573,-0.0042180358,0.0042180358,0.9627948673
836,nao_irrigado,1.0250451304,-0.0053123640,0.0053123640,0.9578940598
1649,nao_irrigado,1.0002758105,-0.0057590287,0.0057590287,0.9533845559
428,irrigado,1.0896482293,0.0040952659,0.0040952659,0.9515814291
1928,nao_irrigado,1.0934320786,-0.0040189052,0.0040189052,0.9494516888
490,nao_irrigado,1.1530182492,-0.0029125726,0.0029125726,0.9492648677
912,irrigado,1.0223782340,0.0052989523,0.0052989523,0.9360765885
1607,irrigado,1.0631182190,0.0045293917,0.0045293917,0.9313900351
2396,nao_irrigado,1.0146555976,-0.0054248727,0.0054248727,0.9300431624
924,nao_irrigado,1.2273124632,-0.0014697669,0.0014697669,0.9270458292
2068,irrigado,1.0808453322,0.0041875612,0.0041875612,0.9269322495
648,irrigado,1.2263454013,0.0014828858,0.0014828858,0.9253713997
1656,nao_irrigado,1.0240926785,-0.0052287658,0.0052287658,0.9227683494
1447,nao_irrigado,1.2109716075,-0.0017592843,0.0017592843,0.9222821662
1446,nao_irrigado,1.2106816297,-0.0017601413,0.0017601413,0.9207129350
2140,nao_irrigado,0.9123541415,-0.0072933695,0.0072933695,0.9196369151
398,irrigado,1.0363135228,0.0049913094,0.0049913094,0.9190699282
374,irrigado,1.0704433715,0.0043533856,0.0043533856,0.9174933276
1825,nao_irrigado,0.8813541859,-0.0078611369,0.0078611369,0.9170264040
1308,irrigado,1.0803101654,0.0041671152,0.0041671152,0.9163961077
2456,irrigado,0.9743128644,0.0061337262,0.0061337262,0.9162310524
2327,nao_irrigado,0.8830307931,-0.0078249031,0.0078249031,0.9152507674
