wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1763,nao_irrigado,0.8407427688,-0.0031220476,0.0031220476,-0.7443850890
1945,irrigado,1.0379279898,0.0002064199,0.0002064199,-0.7449226142
1151,irrigado,0.9669356612,0.0012528866,0.0012528866,-0.7460196133
1349,irrigado,0.9517315518,0.0014771482,0.0014771482,-0.7461970464
1332,nao_irrigado,0.9724897419,-0.0011676821,0.0011676821,-0.7472607148
1117,nao_irrigado,0.9569557724,-0.0013884537,0.0013884537,-0.7507671946
1972,irrigado,1.0041324873,0.0006885638,0.0006885638,-0.7518205858
524,irrigado,0.8684386882,0.0026939286,0.0026939286,-0.7518629836
2264,irrigado,0.9642771741,0.0012754122,0.0012754122,-0.7526916434
1973,irrigado,1.0047803868,0.0006762175,0.0006762175,-0.7529232373
1136,nao_irrigado,0.9621267781,-0.0013039373,0.0013039373,-0.7539875751
1369,nao_irrigado,0.9175646079,-0.0019615260,0.0019615260,-0.7543907140
1713,irrigado,0.9848967366,0.0009633642,0.0009633642,-0.7555981693
2266,irrigado,1.0343441779,0.0002289228,0.0002289228,-0.7570461526
1971,irrigado,1.0035448513,0.0006799566,0.0006799566,-0.7587022815
1292,nao_irrigado,0.8621064688,-0.0027691835,0.0027691835,-0.7591582849
1944,irrigado,1.0422327746,0.0001017313,0.0001017313,-0.7612657514
1204,nao_irrigado,0.9085845620,-0.0020721152,0.0020721152,-0.7631978469
1769,nao_irrigado,0.8283173699,-0.0032560215,0.0032560215,-0.7641504762
2026,irrigado,0.8964804315,0.0022471382,0.0022471382,-0.7647374489
1139,nao_irrigado,0.9451120411,-0.0015267041,0.0015267041,-0.7654095046
384,irrigado,0.9681352918,0.0011748655,0.0011748655,-0.7700135964
2024,irrigado,0.9018800459,0.0021534772,0.0021534772,-0.7702524712
1394,nao_irrigado,0.9714411135,-0.0011241933,0.0011241933,-0.7707355833
2492,irrigado,0.7605872836,0.0042400659,0.0042400659,-0.7709019357
1468,nao_irrigado,0.9244537170,-0.0018172211,0.0018172211,-0.7712995775
1990,nao_irrigado,0.9919608866,-0.0008170334,0.0008170334,-0.7722837434
895,nao_irrigado,0.8378421652,-0.0030937376,0.0030937376,-0.7727120669
1882,nao_irrigado,0.8722714504,-0.0025832091,0.0025832091,-0.7733824995
1989,nao_irrigado,0.9935773733,-0.0007870265,0.0007870265,-0.7747178100
1886,nao_irrigado,0.8863560925,-0.0023699610,0.0023699610,-0.7754064558
1970,irrigado,1.0025822099,0.0006508740,0.0006508740,-0.7759381641
1943,irrigado,1.0463766653,0.0000022670,0.0000022670,-0.7764761263
1367,nao_irrigado,0.9198809538,-0.0018704535,0.0018704535,-0.7770104882
1163,irrigado,1.0233730403,0.0003377192,0.0003377192,-0.7782778176
2028,irrigado,0.8920844414,0.0022742208,0.0022742208,-0.7798154105
887,irrigado,0.9364714754,0.0016182045,0.0016182045,-0.7798166556
2399,nao_irrigado,0.8571527828,-0.0027866479,0.0027866479,-0.7813442062
1883,nao_irrigado,0.8765471978,-0.0024942469,0.0024942469,-0.7836378259
2432,irrigado,0.8309738064,0.0031670706,0.0031670706,-0.7839256152
2054,irrigado,0.8663528287,0.0026439682,0.0026439682,-0.7840140137
1520,nao_irrigado,1.0010116172,-0.0006533890,0.0006533890,-0.7841750680
1696,nao_irrigado,0.9401226654,-0.0015467719,0.0015467719,-0.7867692234
889,irrigado,1.0004557875,0.0006455640,0.0006455640,-0.7905583628
1984,irrigado,1.0016419697,0.0006269291,0.0006269291,-0.7909976705
